,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,NAME
3,2020-08-24,34-350,LAL,AWAY,POR,W (+20),0,16:46,1,5,.200,1,5,.200,0,0,,0,0,0,1,1,0,2,1,3,-0.8,-8,J.R. Smith
4,2020-08-29,34-355,LAL,HOME,POR,W (+9),0,6:41,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,+1,J.R. Smith
7,2020-09-08,34-365,LAL,AWAY,HOU,W (+10),0,3:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,0,J.R. Smith
9,2020-09-12,35-003,LAL,HOME,HOU,W (+23),0,3:42,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-3,J.R. Smith
10,2020-09-18,35-009,LAL,HOME,DEN,W (+12),0,4:08,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,0,3,2.3,-9,J.R. Smith
15,2020-09-30,35-021,LAL,HOME,MIA,W (+18),0,1:23,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,+1,J.R. Smith
16,2020-10-02,35-023,LAL,HOME,MIA,W (+10),0,3:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,0,J.R. Smith
17,2020-10-04,35-025,LAL,AWAY,MIA,L (-11),0,5:28,1,3,.333,1,3,.333,0,0,,0,1,1,0,1,0,0,0,3,2.6,+1,J.R. Smith
0,2020-08-18,28-252,LAL,HOME,POR,L (-7),0,1:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1,Dion Waiters
1,2020-08-20,28-254,LAL,HOME,POR,W (+23),0,15:05,2,3,.667,0,0,,0,0,,0,0,0,1,1,0,0,0,4,4.4,+2,Dion Waiters
3,2020-08-24,28-258,LAL,AWAY,POR,W (+20),0,13:46,2,5,.400,0,1,.000,0,0,,0,2,2,1,0,0,1,1,4,1.2,-3,Dion Waiters
5,2020-09-04,28-269,LAL,HOME,HOU,L (-15),0,5:04,0,3,.000,0,2,.000,2,2,1.000,0,0,0,0,0,1,0,1,2,0.2,-1,Dion Waiters
6,2020-09-06,28-271,LAL,HOME,HOU,W (+8),0,2:38,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-2,Dion Waiters
0,2020-08-18,23-031,MIA,AWAY,IND,W (+12),1,34:49,7,14,.500,0,0,,3,4,.750,4,6,10,6,0,3,0,2,17,19.7,+23,Bam Adebayo
1,2020-08-20,23-033,MIA,AWAY,IND,W (+9),1,32:13,3,7,.429,0,0,,1,2,.500,0,5,5,4,2,1,0,4,7,8.3,+19,Bam Adebayo
2,2020-08-22,23-035,MIA,HOME,IND,W (+9),1,33:29,7,11,.636,0,0,,8,9,.889,2,9,11,5,1,0,6,3,22,18.1,+8,Bam Adebayo
3,2020-08-24,23-037,MIA,HOME,IND,W (+12),1,36:50,6,16,.375,0,0,,2,2,1.000,6,13,19,6,1,1,6,2,14,12.4,+5,Bam Adebayo
4,2020-08-31,23-044,MIA,AWAY,MIL,W (+11),1,37:48,5,12,.417,0,0,,2,2,1.000,6,11,17,6,2,0,2,3,12,16.1,+10,Bam Adebayo
5,2020-09-02,23-046,MIA,AWAY,MIL,W (+2),1,32:51,4,8,.500,0,0,,7,8,.875,3,6,9,3,1,0,2,6,15,13.2,0,Bam Adebayo
6,2020-09-04,23-048,MIA,HOME,MIL,W (+15),1,35:47,7,8,.875,0,0,,6,7,.857,2,14,16,3,0,2,2,4,20,22.3,+14,Bam Adebayo
7,2020-09-06,23-050,MIA,HOME,MIL,L (-3),1,43:50,10,13,.769,0,0,,6,6,1.000,4,8,12,8,1,0,1,1,26,31.3,-4,Bam Adebayo
8,2020-09-08,23-052,MIA,AWAY,MIL,W (+9),1,30:33,4,9,.444,0,0,,5,6,.833,1,5,6,2,0,0,5,2,13,5.7,0,Bam Adebayo
9,2020-09-15,23-059,MIA,AWAY,BOS,W (+3),1,42:33,5,12,.417,0,0,,8,11,.727,1,5,6,9,1,2,3,1,18,17.9,+12,Bam Adebayo
10,2020-09-17,23-061,MIA,AWAY,BOS,W (+5),1,35:19,10,16,.625,0,0,,1,2,.500,3,7,10,4,2,1,2,4,21,19.5,+8,Bam Adebayo
11,2020-09-19,23-063,MIA,HOME,BOS,L (-11),1,37:49,10,14,.714,0,0,,7,9,.778,4,12,16,1,3,2,3,4,27,27.3,+1,Bam Adebayo
12,2020-09-23,23-067,MIA,HOME,BOS,W (+3),1,40:57,7,11,.636,0,1,.000,6,8,.750,3,9,12,4,2,0,3,3,20,19.7,+8,Bam Adebayo
13,2020-09-25,23-069,MIA,AWAY,BOS,L (-13),1,38:12,5,11,.455,0,0,,3,4,.750,1,7,8,8,1,1,2,5,13,13.0,-15,Bam Adebayo
14,2020-09-27,23-071,MIA,HOME,BOS,W (+12),1,39:29,11,15,.733,0,0,,10,11,.909,1,13,14,5,1,0,2,3,32,31.4,0,Bam Adebayo
15,2020-09-30,23-074,MIA,AWAY,LAL,L (-18),1,21:10,2,8,.250,0,0,,4,6,.667,2,2,4,0,0,0,0,2,8,3.6,-12,Bam Adebayo
18,2020-10-06,23-080,MIA,HOME,LAL,L (-6),1,33:22,6,8,.750,0,0,,3,5,.600,2,5,7,1,1,0,3,4,15,11.0,+3,Bam Adebayo
19,2020-10-09,23-083,MIA,AWAY,LAL,W (+3),1,37:55,5,12,.417,0,0,,3,4,.750,1,3,4,4,0,1,3,3,13,7.1,+2,Bam Adebayo
21,2020-10-11,23-085,MIA,HOME,LAL,L (-13),1,42:13,10,15,.667,0,0,,5,9,.556,1,9,10,5,0,2,2,2,25,22.4,-21,Bam Adebayo
0,2020-08-18,30-339,MIA,AWAY,IND,W (+12),1,37:00,8,15,.533,2,2,1.000,10,12,.833,0,3,3,4,4,2,4,3,28,23.8,+13,Jimmy Butler
1,2020-08-20,30-341,MIA,AWAY,IND,W (+9),1,37:51,5,13,.385,2,3,.667,6,8,.750,2,5,7,6,2,0,5,0,18,14.2,+12,Jimmy Butler
2,2020-08-22,30-343,MIA,HOME,IND,W (+9),1,36:51,5,16,.313,0,2,.000,17,20,.850,4,4,8,4,3,1,5,2,27,21.3,-2,Jimmy Butler
3,2020-08-24,30-345,MIA,HOME,IND,W (+12),1,23:03,2,5,.400,0,0,,2,2,1.000,1,2,3,2,1,1,1,1,6,6.3,+6,Jimmy Butler
4,2020-08-31,30-352,MIA,AWAY,MIL,W (+11),1,36:29,13,20,.650,2,2,1.000,12,13,.923,2,2,4,2,2,1,3,1,40,33.5,+7,Jimmy Butler
5,2020-09-02,30-354,MIA,AWAY,MIL,W (+2),1,36:13,3,8,.375,0,2,.000,7,8,.875,1,2,3,6,3,0,2,2,13,13.9,-2,Jimmy Butler
6,2020-09-04,30-356,MIA,HOME,MIL,W (+15),1,34:40,7,13,.538,2,5,.400,14,19,.737,5,2,7,6,1,0,2,3,30,27.8,+23,Jimmy Butler
7,2020-09-06,30-358,MIA,HOME,MIL,L (-3),1,38:48,6,15,.400,0,1,.000,5,6,.833,1,4,5,2,2,0,3,2,17,10.0,+4,Jimmy Butler
8,2020-09-08,30-360,MIA,AWAY,MIL,W (+9),1,37:07,4,6,.667,1,1,1.000,8,8,1.000,2,8,10,6,1,0,5,1,17,18.0,-3,Jimmy Butler
9,2020-09-15,31-001,MIA,AWAY,BOS,W (+3),1,43:00,7,14,.500,2,3,.667,4,6,.667,3,2,5,5,2,0,2,3,20,17.2,+9,Jimmy Butler
10,2020-09-17,31-003,MIA,AWAY,BOS,W (+5),1,35:52,4,11,.364,0,1,.000,6,6,1.000,1,3,4,3,4,0,1,2,14,13.8,+2,Jimmy Butler
11,2020-09-19,31-005,MIA,HOME,BOS,L (-11),1,37:27,6,13,.462,0,1,.000,5,6,.833,3,5,8,3,0,2,3,1,17,13.6,-7,Jimmy Butler
12,2020-09-23,31-009,MIA,HOME,BOS,W (+3),1,38:33,8,20,.400,0,2,.000,8,9,.889,4,5,9,3,1,1,1,2,24,19.1,+6,Jimmy Butler
13,2020-09-25,31-011,MIA,AWAY,BOS,L (-13),1,36:21,5,11,.455,0,2,.000,7,8,.875,2,6,8,8,1,1,3,4,17,16.8,-13,Jimmy Butler
14,2020-09-27,31-013,MIA,HOME,BOS,W (+12),1,39:01,8,19,.421,0,3,.000,6,7,.857,0,2,2,8,1,0,1,2,22,16.9,+18,Jimmy Butler
15,2020-09-30,31-016,MIA,AWAY,LAL,L (-18),1,33:25,8,13,.615,2,4,.500,5,5,1.000,0,2,2,5,2,0,2,0,23,21.2,-14,Jimmy Butler
16,2020-10-02,31-018,MIA,AWAY,LAL,L (-10),1,44:44,7,17,.412,0,1,.000,11,12,.917,3,5,8,13,1,0,3,2,25,25.4,-3,Jimmy Butler
17,2020-10-04,31-020,MIA,HOME,LAL,W (+11),1,44:51,14,20,.700,0,0,,12,14,.857,1,10,11,13,2,2,5,0,40,42.0,+20,Jimmy Butler
18,2020-10-06,31-022,MIA,HOME,LAL,L (-6),1,43:26,8,17,.471,0,3,.000,6,7,.857,3,7,10,9,3,1,3,1,22,23.7,-11,Jimmy Butler
19,2020-10-09,31-025,MIA,AWAY,LAL,W (+3),1,47:12,11,19,.579,1,3,.333,12,12,1.000,5,7,12,11,5,1,3,2,35,41.3,+5,Jimmy Butler
21,2020-10-11,31-027,MIA,HOME,LAL,L (-13),1,44:32,5,10,.500,1,2,.500,1,3,.333,3,4,7,8,0,1,2,3,12,12.6,-18,Jimmy Butler
0,2020-08-18,30-043,MIA,AWAY,IND,W (+12),1,25:00,3,6,.500,2,5,.400,0,0,,0,5,5,0,0,0,1,1,8,5.1,0,Jae Crowder
1,2020-08-20,30-045,MIA,AWAY,IND,W (+9),1,24:15,3,7,.429,2,6,.333,2,4,.500,1,7,8,3,1,0,0,1,10,11.0,+5,Jae Crowder
2,2020-08-22,30-047,MIA,HOME,IND,W (+9),1,27:33,2,8,.250,2,8,.250,5,6,.833,1,7,8,1,2,0,0,2,11,10.5,+1,Jae Crowder
3,2020-08-24,30-049,MIA,HOME,IND,W (+12),1,25:35,4,9,.444,2,5,.400,0,0,,1,4,5,2,1,0,0,2,10,8.8,-2,Jae Crowder
4,2020-08-31,30-056,MIA,AWAY,MIL,W (+11),1,34:55,3,8,.375,3,7,.429,0,0,,1,8,9,0,0,0,4,2,9,2.9,+1,Jae Crowder
5,2020-09-02,30-058,MIA,AWAY,MIL,W (+2),1,35:39,5,13,.385,4,12,.333,2,4,.500,1,5,6,2,2,0,0,3,16,12.5,-4,Jae Crowder
6,2020-09-04,30-060,MIA,HOME,MIL,W (+15),1,34:05,5,11,.455,5,11,.455,2,2,1.000,0,4,4,5,0,0,0,2,17,15.2,+18,Jae Crowder
7,2020-09-06,30-062,MIA,HOME,MIL,L (-3),1,30:52,6,12,.500,6,12,.500,0,0,,0,5,5,3,0,1,2,4,18,12.7,-2,Jae Crowder
8,2020-09-08,30-064,MIA,AWAY,MIL,W (+9),1,32:02,4,9,.444,4,9,.444,4,4,1.000,0,6,6,1,1,1,0,1,16,15.1,-15,Jae Crowder
9,2020-09-15,30-071,MIA,AWAY,BOS,W (+3),1,39:07,7,11,.636,5,9,.556,3,5,.600,1,4,5,1,1,2,2,1,22,18.9,+3,Jae Crowder
10,2020-09-17,30-073,MIA,AWAY,BOS,W (+5),1,36:14,4,12,.333,3,10,.300,1,1,1.000,0,4,4,2,3,0,1,2,12,9.0,+12,Jae Crowder
11,2020-09-19,30-075,MIA,HOME,BOS,L (-11),1,32:14,2,10,.200,2,10,.200,4,4,1.000,1,5,6,5,1,1,1,4,10,8.6,0,Jae Crowder
12,2020-09-23,30-079,MIA,HOME,BOS,W (+3),1,30:59,1,9,.111,1,7,.143,0,0,,0,3,3,3,0,1,0,4,3,-0.8,-6,Jae Crowder
13,2020-09-25,30-081,MIA,AWAY,BOS,L (-13),1,32:40,5,12,.417,0,6,.000,4,6,.667,0,6,6,3,0,1,0,2,14,10.6,-13,Jae Crowder
14,2020-09-27,30-083,MIA,HOME,BOS,W (+12),1,29:50,4,9,.444,1,5,.200,0,0,,0,6,6,1,0,2,0,2,9,7.4,+1,Jae Crowder
15,2020-09-30,30-086,MIA,AWAY,LAL,L (-18),1,24:30,4,8,.500,4,7,.571,0,0,,0,2,2,0,0,2,0,3,12,8.8,-21,Jae Crowder
16,2020-10-02,30-088,MIA,AWAY,LAL,L (-10),1,28:27,5,6,.833,2,3,.667,0,0,,0,7,7,2,0,0,0,2,12,12.5,-14,Jae Crowder
17,2020-10-04,30-090,MIA,HOME,LAL,W (+11),1,33:55,5,12,.417,2,8,.250,0,0,,1,7,8,1,0,0,1,4,12,6.5,+21,Jae Crowder
18,2020-10-06,30-092,MIA,HOME,LAL,L (-6),1,34:38,2,7,.286,2,7,.286,2,2,1.000,1,6,7,2,1,1,0,4,8,7.9,+2,Jae Crowder
19,2020-10-09,30-095,MIA,AWAY,LAL,W (+3),1,39:47,4,13,.308,2,9,.222,1,1,1.000,1,2,3,1,0,0,3,5,11,0.5,+1,Jae Crowder
21,2020-10-11,30-097,MIA,HOME,LAL,L (-13),1,27:40,3,9,.333,1,5,.200,5,7,.714,1,3,4,1,1,0,0,4,12,7.8,-13,Jae Crowder
0,2020-08-18,34-104,MIA,AWAY,IND,W (+12),1,34:00,9,19,.474,4,9,.444,2,2,1.000,2,4,6,5,1,0,1,2,24,19.6,+20,Goran Dragić
1,2020-08-20,34-106,MIA,AWAY,IND,W (+9),1,31:59,9,18,.500,2,4,.500,0,1,.000,1,2,3,6,0,0,4,4,20,10.5,+7,Goran Dragić
2,2020-08-22,34-108,MIA,HOME,IND,W (+9),1,35:35,8,17,.471,5,10,.500,3,5,.600,0,2,2,6,3,0,3,1,24,18.9,+3,Goran Dragić
3,2020-08-24,34-110,MIA,HOME,IND,W (+12),1,35:02,10,21,.476,1,6,.167,2,4,.500,2,3,5,3,1,0,2,3,23,13.7,+12,Goran Dragić
4,2020-08-31,34-117,MIA,AWAY,MIL,W (+11),1,33:37,9,15,.600,2,5,.400,7,7,1.000,2,4,6,5,1,0,2,3,27,24.0,+10,Goran Dragić
5,2020-09-02,34-119,MIA,AWAY,MIL,W (+2),1,33:33,8,18,.444,4,8,.500,3,4,.750,1,4,5,4,2,0,2,4,23,16.3,-2,Goran Dragić
6,2020-09-04,34-121,MIA,HOME,MIL,W (+15),1,35:31,6,15,.400,3,7,.429,0,0,,1,4,5,3,2,1,1,3,15,11.4,+24,Goran Dragić
7,2020-09-06,34-123,MIA,HOME,MIL,L (-3),1,39:57,5,17,.294,1,9,.111,6,7,.857,0,4,4,8,1,0,2,4,17,10.9,-1,Goran Dragić
8,2020-09-08,34-125,MIA,AWAY,MIL,W (+9),1,33:13,7,15,.467,2,5,.400,1,2,.500,1,3,4,2,0,0,3,3,17,7.7,+8,Goran Dragić
9,2020-09-15,34-132,MIA,AWAY,BOS,W (+3),1,38:52,11,19,.579,3,6,.500,4,4,1.000,0,7,7,4,0,1,1,5,29,22.7,+13,Goran Dragić
10,2020-09-17,34-134,MIA,AWAY,BOS,W (+5),1,34:15,10,19,.526,3,7,.429,2,2,1.000,1,2,3,5,0,0,2,1,25,18.1,+10,Goran Dragić
11,2020-09-19,34-136,MIA,HOME,BOS,L (-11),1,28:23,2,10,.200,1,5,.200,6,7,.857,0,1,1,5,0,0,5,4,11,1.6,-29,Goran Dragić
12,2020-09-23,34-140,MIA,HOME,BOS,W (+3),1,39:08,8,21,.381,3,9,.333,3,3,1.000,1,4,5,3,2,0,2,2,22,13.7,+11,Goran Dragić
13,2020-09-25,34-142,MIA,AWAY,BOS,L (-13),1,35:47,8,17,.471,1,7,.143,6,7,.857,0,4,4,4,0,0,4,6,23,11.5,+1,Goran Dragić
14,2020-09-27,34-144,MIA,HOME,BOS,W (+12),1,30:23,4,11,.364,2,5,.400,3,4,.750,0,3,3,7,1,0,3,2,13,9.5,-11,Goran Dragić
15,2020-09-30,34-147,MIA,AWAY,LAL,L (-18),1,14:50,3,8,.375,0,1,.000,0,0,,0,1,1,3,2,0,1,0,6,5.0,+1,Goran Dragić
21,2020-10-11,34-158,MIA,HOME,LAL,L (-13),0,18:56,2,8,.250,0,4,.000,1,2,.500,1,4,5,2,1,0,1,3,5,1.9,+2,Goran Dragić
0,2020-08-18,20-211,MIA,AWAY,IND,W (+12),0,33:39,5,9,.556,1,5,.200,4,4,1.000,0,3,3,4,1,0,2,2,15,12.6,+6,Tyler Herro
1,2020-08-20,20-213,MIA,AWAY,IND,W (+9),0,34:42,4,14,.286,3,8,.375,4,6,.667,0,5,5,3,1,0,1,2,15,8.8,-1,Tyler Herro
2,2020-08-22,20-215,MIA,HOME,IND,W (+9),0,28:42,6,12,.500,3,6,.500,5,5,1.000,0,3,3,1,0,0,0,3,20,14.4,+8,Tyler Herro
3,2020-08-24,20-217,MIA,HOME,IND,W (+12),0,32:23,7,13,.538,1,3,.333,1,2,.500,2,3,5,4,0,1,1,1,16,13.7,+8,Tyler Herro
4,2020-08-31,20-224,MIA,AWAY,MIL,W (+11),0,28:38,3,11,.273,3,6,.500,2,2,1.000,0,3,3,1,0,0,2,2,11,3.3,+5,Tyler Herro
5,2020-09-02,20-226,MIA,AWAY,MIL,W (+2),0,31:48,6,13,.462,3,8,.375,2,2,1.000,0,5,5,4,0,0,0,2,17,13.8,+5,Tyler Herro
6,2020-09-04,20-228,MIA,HOME,MIL,W (+15),0,31:12,3,11,.273,2,6,.333,5,6,.833,0,8,8,3,0,0,2,0,13,8.6,-1,Tyler Herro
7,2020-09-06,20-230,MIA,HOME,MIL,L (-3),0,32:44,4,11,.364,3,6,.500,0,0,,0,4,4,4,0,0,3,0,11,5.9,-5,Tyler Herro
8,2020-09-08,20-232,MIA,AWAY,MIL,W (+9),0,36:42,5,10,.500,3,7,.429,1,1,1.000,0,8,8,6,1,1,3,1,14,13.9,+23,Tyler Herro
9,2020-09-15,20-239,MIA,AWAY,BOS,W (+3),0,40:24,5,10,.500,2,5,.400,0,0,,0,11,11,9,0,0,2,3,12,13.4,+5,Tyler Herro
10,2020-09-17,20-241,MIA,AWAY,BOS,W (+5),0,32:09,4,12,.333,1,8,.125,2,2,1.000,4,5,9,5,1,0,3,2,11,9.2,-1,Tyler Herro
11,2020-09-19,20-243,MIA,HOME,BOS,L (-11),0,36:00,8,18,.444,4,12,.333,2,2,1.000,0,4,4,4,1,0,1,1,22,16.2,0,Tyler Herro
12,2020-09-23,20-247,MIA,HOME,BOS,W (+3),0,35:42,14,21,.667,5,10,.500,4,4,1.000,0,6,6,3,0,0,1,1,37,30.4,-4,Tyler Herro
13,2020-09-25,20-249,MIA,AWAY,BOS,L (-13),0,29:01,6,12,.500,2,5,.400,0,0,,0,3,3,1,0,0,2,3,14,6.4,-10,Tyler Herro
14,2020-09-27,20-251,MIA,HOME,BOS,W (+12),0,34:52,8,13,.615,1,3,.333,2,2,1.000,0,5,5,7,0,0,5,1,19,14.1,+9,Tyler Herro
15,2020-09-30,20-254,MIA,AWAY,LAL,L (-18),0,30:15,6,18,.333,2,8,.250,0,1,.000,0,4,4,3,0,0,2,1,14,4.3,-35,Tyler Herro
16,2020-10-02,20-256,MIA,AWAY,LAL,L (-10),1,42:50,5,12,.417,1,3,.333,6,6,1.000,0,7,7,3,0,0,2,3,17,11.6,-1,Tyler Herro
17,2020-10-04,20-258,MIA,HOME,LAL,W (+11),1,36:28,6,18,.333,2,7,.286,3,3,1.000,0,3,3,2,1,0,1,1,17,8.7,+1,Tyler Herro
18,2020-10-06,20-260,MIA,HOME,LAL,L (-6),1,37:19,8,18,.444,3,7,.429,2,4,.500,1,6,7,3,1,0,3,0,21,13.4,-13,Tyler Herro
19,2020-10-09,20-263,MIA,AWAY,LAL,W (+3),1,30:37,4,11,.364,2,3,.667,2,2,1.000,0,1,1,3,0,0,2,1,12,5.9,-2,Tyler Herro
21,2020-10-11,20-265,MIA,HOME,LAL,L (-13),1,30:22,3,10,.300,1,2,.500,0,0,,0,3,3,4,1,0,4,1,7,1.5,+4,Tyler Herro
12,2020-09-23,29-189,MIA,HOME,BOS,W (+3),0,4:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,+2,Solomon Hill
13,2020-09-25,29-191,MIA,AWAY,BOS,L (-13),0,7:28,0,0,,0,0,,0,0,,1,2,3,2,0,0,0,0,0,2.7,+2,Solomon Hill
14,2020-09-27,29-193,MIA,HOME,BOS,W (+12),0,5:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-1,Solomon Hill
15,2020-09-30,29-196,MIA,AWAY,LAL,L (-18),0,18:02,2,6,.333,0,4,.000,0,0,,0,3,3,0,0,0,0,2,4,0.7,+3,Solomon Hill
16,2020-10-02,29-198,MIA,AWAY,LAL,L (-10),0,0:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1,Solomon Hill
17,2020-10-04,29-200,MIA,HOME,LAL,W (+11),0,3:53,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3,2.3,-5,Solomon Hill
21,2020-10-11,29-207,MIA,HOME,LAL,L (-13),0,2:29,2,2,1.000,1,1,1.000,0,0,,0,0,0,1,1,0,0,0,5,6.1,+7,Solomon Hill
0,2020-08-18,36-203,MIA,AWAY,IND,W (+12),0,24:56,2,3,.667,0,1,.000,0,0,,0,1,1,0,0,2,0,3,4,3.2,+3,Andre Iguodala
1,2020-08-20,36-205,MIA,AWAY,IND,W (+9),0,28:26,3,4,.750,1,2,.500,0,0,,1,1,2,1,1,2,1,1,7,8.1,+2,Andre Iguodala
2,2020-08-22,36-207,MIA,HOME,IND,W (+9),0,27:43,1,2,.500,1,2,.500,0,0,,0,3,3,3,0,0,0,1,3,4.6,+9,Andre Iguodala
3,2020-08-24,36-209,MIA,HOME,IND,W (+12),0,26:13,1,2,.500,1,2,.500,2,2,1.000,1,4,5,0,4,1,1,0,5,9.6,+13,Andre Iguodala
4,2020-08-31,36-216,MIA,AWAY,MIL,W (+11),0,18:31,1,4,.250,0,3,.000,0,0,,1,3,4,0,1,1,2,4,2,-0.7,+7,Andre Iguodala
5,2020-09-02,36-218,MIA,AWAY,MIL,W (+2),0,11:09,1,2,.500,0,1,.000,2,3,.667,0,2,2,2,1,0,0,2,4,4.8,+6,Andre Iguodala
6,2020-09-04,36-220,MIA,HOME,MIL,W (+15),0,11:26,2,2,1.000,2,2,1.000,0,0,,1,2,3,3,0,0,0,4,6,7.2,+1,Andre Iguodala
7,2020-09-06,36-222,MIA,HOME,MIL,L (-3),0,21:51,0,2,.000,0,2,.000,0,0,,0,1,1,2,1,0,2,3,0,-1.9,-4,Andre Iguodala
8,2020-09-08,36-224,MIA,AWAY,MIL,W (+9),0,17:33,3,7,.429,0,2,.000,0,0,,0,5,5,2,1,2,1,3,6,5.4,+9,Andre Iguodala
9,2020-09-15,36-231,MIA,AWAY,BOS,W (+3),0,14:36,1,3,.333,1,2,.500,0,0,,0,1,1,1,1,1,2,1,3,1.6,-2,Andre Iguodala
10,2020-09-17,36-233,MIA,AWAY,BOS,W (+5),0,7:23,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-4,Andre Iguodala
11,2020-09-19,36-235,MIA,HOME,BOS,L (-11),0,7:11,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-0.1,-6,Andre Iguodala
12,2020-09-23,36-239,MIA,HOME,BOS,W (+3),0,27:15,1,4,.250,1,4,.250,0,0,,1,1,2,2,3,0,1,2,3,4.2,-4,Andre Iguodala
13,2020-09-25,36-241,MIA,AWAY,BOS,L (-13),0,19:27,1,5,.200,0,3,.000,0,0,,2,2,4,1,0,2,1,2,2,1.2,-2,Andre Iguodala
14,2020-09-27,36-243,MIA,HOME,BOS,W (+12),0,27:35,5,5,1.000,4,4,1.000,1,2,.500,0,3,3,1,2,0,0,2,15,15.9,+20,Andre Iguodala
15,2020-09-30,36-246,MIA,AWAY,LAL,L (-18),0,25:23,3,7,.429,1,2,.500,0,0,,2,3,5,6,0,1,1,3,7,8.3,-25,Andre Iguodala
16,2020-10-02,36-248,MIA,AWAY,LAL,L (-10),0,25:38,3,3,1.000,1,1,1.000,0,0,,1,1,2,1,0,0,0,2,7,7.0,+1,Andre Iguodala
17,2020-10-04,36-250,MIA,HOME,LAL,W (+11),0,16:56,1,2,.500,0,1,.000,0,0,,1,0,1,3,0,0,1,2,2,2.0,-13,Andre Iguodala
18,2020-10-06,36-252,MIA,HOME,LAL,L (-6),0,20:09,1,3,.333,1,1,1.000,0,0,,0,1,1,0,1,0,0,3,3,1.4,-5,Andre Iguodala
19,2020-10-09,36-255,MIA,AWAY,LAL,W (+3),0,19:46,0,2,.000,0,1,.000,0,0,,0,6,6,2,1,1,1,5,0,0.5,-1,Andre Iguodala
21,2020-10-11,36-257,MIA,HOME,LAL,L (-13),0,10:33,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0,-1.5,-20,Andre Iguodala
0,2020-08-18,23-185,MIA,AWAY,IND,W (+12),0,13:11,2,3,.667,1,2,.500,1,2,.500,0,2,2,0,1,0,0,1,6,5.5,-11,Derrick Jones
1,2020-08-20,23-187,MIA,AWAY,IND,W (+9),0,12:58,0,1,.000,0,1,.000,1,2,.500,1,1,2,2,1,0,1,1,1,1.9,-11,Derrick Jones
2,2020-08-22,23-189,MIA,HOME,IND,W (+9),0,9:14,0,0,,0,0,,0,1,.000,0,0,0,2,1,0,0,0,0,2.0,+7,Derrick Jones
3,2020-08-24,23-191,MIA,HOME,IND,W (+12),0,7:11,1,2,.500,0,0,,0,0,,1,1,2,2,0,0,0,1,2,3.0,+2,Derrick Jones
5,2020-09-02,23-200,MIA,AWAY,MIL,W (+2),0,7:02,1,2,.500,0,1,.000,0,0,,0,0,0,0,1,3,0,3,2,2.9,-3,Derrick Jones
6,2020-09-04,23-202,MIA,HOME,MIL,W (+15),0,6:24,2,2,1.000,2,2,1.000,0,0,,0,0,0,0,0,1,0,1,6,5.7,0,Derrick Jones
7,2020-09-06,23-204,MIA,HOME,MIL,L (-3),0,0:21,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,0,Derrick Jones
9,2020-09-15,23-213,MIA,AWAY,BOS,W (+3),0,5:45,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-0.4,-8,Derrick Jones
10,2020-09-17,23-215,MIA,AWAY,BOS,W (+5),0,8:29,0,0,,0,0,,0,0,,1,1,2,1,1,0,0,2,0,1.9,-1,Derrick Jones
11,2020-09-19,23-217,MIA,HOME,BOS,L (-11),0,16:10,1,4,.250,1,3,.333,0,0,,2,0,2,0,0,1,0,1,3,2.3,-9,Derrick Jones
13,2020-09-25,23-223,MIA,AWAY,BOS,L (-13),0,0:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-2,Derrick Jones
15,2020-09-30,23-228,MIA,AWAY,LAL,L (-18),0,7:29,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,0,2,0.3,-1,Derrick Jones
16,2020-10-02,23-230,MIA,AWAY,LAL,L (-10),0,0:14,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,Derrick Jones
17,2020-10-04,23-232,MIA,HOME,LAL,W (+11),0,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2,Derrick Jones
21,2020-10-11,23-239,MIA,HOME,LAL,L (-13),0,1:27,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+4,Derrick Jones
